
# Surface 0 of 1 surfaces

# Curve title: "x/(xh-xl)"
# IsoCurve 0, 100 points
# x y z type
 0  0  0 i
 0.010101  0  0.010101 i
 0.020202  0  0.020202 i
 0.030303  0  0.030303 i
 0.040404  0  0.040404 i
 0.0505051  0  0.0505051 i
 0.0606061  0  0.0606061 i
 0.0707071  0  0.0707071 i
 0.0808081  0  0.0808081 i
 0.0909091  0  0.0909091 i
 0.10101  0  0.10101 i
 0.111111  0  0.111111 i
 0.121212  0  0.121212 i
 0.131313  0  0.131313 i
 0.141414  0  0.141414 i
 0.151515  0  0.151515 i
 0.161616  0  0.161616 i
 0.171717  0  0.171717 i
 0.181818  0  0.181818 i
 0.191919  0  0.191919 i
 0.20202  0  0.20202 i
 0.212121  0  0.212121 i
 0.222222  0  0.222222 i
 0.232323  0  0.232323 i
 0.242424  0  0.242424 i
 0.252525  0  0.252525 i
 0.262626  0  0.262626 i
 0.272727  0  0.272727 i
 0.282828  0  0.282828 i
 0.292929  0  0.292929 i
 0.30303  0  0.30303 i
 0.313131  0  0.313131 i
 0.323232  0  0.323232 i
 0.333333  0  0.333333 i
 0.343434  0  0.343434 i
 0.353535  0  0.353535 i
 0.363636  0  0.363636 i
 0.373737  0  0.373737 i
 0.383838  0  0.383838 i
 0.393939  0  0.393939 i
 0.40404  0  0.40404 i
 0.414141  0  0.414141 i
 0.424242  0  0.424242 i
 0.434343  0  0.434343 i
 0.444444  0  0.444444 i
 0.454545  0  0.454545 i
 0.464646  0  0.464646 i
 0.474747  0  0.474747 i
 0.484848  0  0.484848 i
 0.494949  0  0.494949 i
 0.505051  0  0.505051 i
 0.515152  0  0.515152 i
 0.525253  0  0.525253 i
 0.535354  0  0.535354 i
 0.545455  0  0.545455 i
 0.555556  0  0.555556 i
 0.565657  0  0.565657 i
 0.575758  0  0.575758 i
 0.585859  0  0.585859 i
 0.59596  0  0.59596 i
 0.606061  0  0.606061 i
 0.616162  0  0.616162 i
 0.626263  0  0.626263 i
 0.636364  0  0.636364 i
 0.646465  0  0.646465 i
 0.656566  0  0.656566 i
 0.666667  0  0.666667 i
 0.676768  0  0.676768 i
 0.686869  0  0.686869 i
 0.69697  0  0.69697 i
 0.707071  0  0.707071 i
 0.717172  0  0.717172 i
 0.727273  0  0.727273 i
 0.737374  0  0.737374 i
 0.747475  0  0.747475 i
 0.757576  0  0.757576 i
 0.767677  0  0.767677 i
 0.777778  0  0.777778 i
 0.787879  0  0.787879 i
 0.79798  0  0.79798 i
 0.808081  0  0.808081 i
 0.818182  0  0.818182 i
 0.828283  0  0.828283 i
 0.838384  0  0.838384 i
 0.848485  0  0.848485 i
 0.858586  0  0.858586 i
 0.868687  0  0.868687 i
 0.878788  0  0.878788 i
 0.888889  0  0.888889 i
 0.89899  0  0.89899 i
 0.909091  0  0.909091 i
 0.919192  0  0.919192 i
 0.929293  0  0.929293 i
 0.939394  0  0.939394 i
 0.949495  0  0.949495 i
 0.959596  0  0.959596 i
 0.969697  0  0.969697 i
 0.979798  0  0.979798 i
 0.989899  0  0.989899 i
 1  0  1 i

# IsoCurve 1, 100 points
# x y z type
 0  0.111111  0 i
 0.010101  0.111111  0.010101 i
 0.020202  0.111111  0.020202 i
 0.030303  0.111111  0.030303 i
 0.040404  0.111111  0.040404 i
 0.0505051  0.111111  0.0505051 i
 0.0606061  0.111111  0.0606061 i
 0.0707071  0.111111  0.0707071 i
 0.0808081  0.111111  0.0808081 i
 0.0909091  0.111111  0.0909091 i
 0.10101  0.111111  0.10101 i
 0.111111  0.111111  0.111111 i
 0.121212  0.111111  0.121212 i
 0.131313  0.111111  0.131313 i
 0.141414  0.111111  0.141414 i
 0.151515  0.111111  0.151515 i
 0.161616  0.111111  0.161616 i
 0.171717  0.111111  0.171717 i
 0.181818  0.111111  0.181818 i
 0.191919  0.111111  0.191919 i
 0.20202  0.111111  0.20202 i
 0.212121  0.111111  0.212121 i
 0.222222  0.111111  0.222222 i
 0.232323  0.111111  0.232323 i
 0.242424  0.111111  0.242424 i
 0.252525  0.111111  0.252525 i
 0.262626  0.111111  0.262626 i
 0.272727  0.111111  0.272727 i
 0.282828  0.111111  0.282828 i
 0.292929  0.111111  0.292929 i
 0.30303  0.111111  0.30303 i
 0.313131  0.111111  0.313131 i
 0.323232  0.111111  0.323232 i
 0.333333  0.111111  0.333333 i
 0.343434  0.111111  0.343434 i
 0.353535  0.111111  0.353535 i
 0.363636  0.111111  0.363636 i
 0.373737  0.111111  0.373737 i
 0.383838  0.111111  0.383838 i
 0.393939  0.111111  0.393939 i
 0.40404  0.111111  0.40404 i
 0.414141  0.111111  0.414141 i
 0.424242  0.111111  0.424242 i
 0.434343  0.111111  0.434343 i
 0.444444  0.111111  0.444444 i
 0.454545  0.111111  0.454545 i
 0.464646  0.111111  0.464646 i
 0.474747  0.111111  0.474747 i
 0.484848  0.111111  0.484848 i
 0.494949  0.111111  0.494949 i
 0.505051  0.111111  0.505051 i
 0.515152  0.111111  0.515152 i
 0.525253  0.111111  0.525253 i
 0.535354  0.111111  0.535354 i
 0.545455  0.111111  0.545455 i
 0.555556  0.111111  0.555556 i
 0.565657  0.111111  0.565657 i
 0.575758  0.111111  0.575758 i
 0.585859  0.111111  0.585859 i
 0.59596  0.111111  0.59596 i
 0.606061  0.111111  0.606061 i
 0.616162  0.111111  0.616162 i
 0.626263  0.111111  0.626263 i
 0.636364  0.111111  0.636364 i
 0.646465  0.111111  0.646465 i
 0.656566  0.111111  0.656566 i
 0.666667  0.111111  0.666667 i
 0.676768  0.111111  0.676768 i
 0.686869  0.111111  0.686869 i
 0.69697  0.111111  0.69697 i
 0.707071  0.111111  0.707071 i
 0.717172  0.111111  0.717172 i
 0.727273  0.111111  0.727273 i
 0.737374  0.111111  0.737374 i
 0.747475  0.111111  0.747475 i
 0.757576  0.111111  0.757576 i
 0.767677  0.111111  0.767677 i
 0.777778  0.111111  0.777778 i
 0.787879  0.111111  0.787879 i
 0.79798  0.111111  0.79798 i
 0.808081  0.111111  0.808081 i
 0.818182  0.111111  0.818182 i
 0.828283  0.111111  0.828283 i
 0.838384  0.111111  0.838384 i
 0.848485  0.111111  0.848485 i
 0.858586  0.111111  0.858586 i
 0.868687  0.111111  0.868687 i
 0.878788  0.111111  0.878788 i
 0.888889  0.111111  0.888889 i
 0.89899  0.111111  0.89899 i
 0.909091  0.111111  0.909091 i
 0.919192  0.111111  0.919192 i
 0.929293  0.111111  0.929293 i
 0.939394  0.111111  0.939394 i
 0.949495  0.111111  0.949495 i
 0.959596  0.111111  0.959596 i
 0.969697  0.111111  0.969697 i
 0.979798  0.111111  0.979798 i
 0.989899  0.111111  0.989899 i
 1  0.111111  1 i

# IsoCurve 2, 100 points
# x y z type
 0  0.222222  0 i
 0.010101  0.222222  0.010101 i
 0.020202  0.222222  0.020202 i
 0.030303  0.222222  0.030303 i
 0.040404  0.222222  0.040404 i
 0.0505051  0.222222  0.0505051 i
 0.0606061  0.222222  0.0606061 i
 0.0707071  0.222222  0.0707071 i
 0.0808081  0.222222  0.0808081 i
 0.0909091  0.222222  0.0909091 i
 0.10101  0.222222  0.10101 i
 0.111111  0.222222  0.111111 i
 0.121212  0.222222  0.121212 i
 0.131313  0.222222  0.131313 i
 0.141414  0.222222  0.141414 i
 0.151515  0.222222  0.151515 i
 0.161616  0.222222  0.161616 i
 0.171717  0.222222  0.171717 i
 0.181818  0.222222  0.181818 i
 0.191919  0.222222  0.191919 i
 0.20202  0.222222  0.20202 i
 0.212121  0.222222  0.212121 i
 0.222222  0.222222  0.222222 i
 0.232323  0.222222  0.232323 i
 0.242424  0.222222  0.242424 i
 0.252525  0.222222  0.252525 i
 0.262626  0.222222  0.262626 i
 0.272727  0.222222  0.272727 i
 0.282828  0.222222  0.282828 i
 0.292929  0.222222  0.292929 i
 0.30303  0.222222  0.30303 i
 0.313131  0.222222  0.313131 i
 0.323232  0.222222  0.323232 i
 0.333333  0.222222  0.333333 i
 0.343434  0.222222  0.343434 i
 0.353535  0.222222  0.353535 i
 0.363636  0.222222  0.363636 i
 0.373737  0.222222  0.373737 i
 0.383838  0.222222  0.383838 i
 0.393939  0.222222  0.393939 i
 0.40404  0.222222  0.40404 i
 0.414141  0.222222  0.414141 i
 0.424242  0.222222  0.424242 i
 0.434343  0.222222  0.434343 i
