problem,d,pAGE_F_HV_M,pAGE_F_EPS_M,pAGE_F_IGD_M,pAGE_F_HV_Md,pAGE_F_EPS_Md,pAGE_F_IGD_Md,pAGE_F_HV_St,pAGE_F_EPS_St,pAGE_F_IGD_St,pAGE_F_HV_IQR,pAGE_F_EPS_IQR,pAGE_F_IGD_IQR,pAGE_O_HV_M,pAGE_O_EPS_M,pAGE_O_IGD_M,pAGE_O_HV_Md,pAGE_O_EPS_Md,pAGE_O_IGD_Md,pAGE_O_HV_St,pAGE_O_EPS_St,pAGE_O_IGD_St,pAGE_O_HV_IQR,pAGE_O_EPS_IQR,pAGE_O_IGD_IQR,AGE_1_HV_M,AGE_1_EPS_M,AGE_1_IGD_M,AGE_1_HV_Md,AGE_1_EPS_Md,AGE_1_IGD_Md,AGE_1_HV_St,AGE_1_EPS_St,AGE_1_IGD_St,AGE_1_HV_IQR,AGE_1_EPS_IQR,AGE_1_IGD_IQR,AGE_2_HV_M,AGE_2_EPS_M,AGE_2_IGD_M,AGE_2_HV_Md,AGE_2_EPS_Md,AGE_2_IGD_Md,AGE_2_HV_St,AGE_2_EPS_St,AGE_2_IGD_St,AGE_2_HV_IQR,AGE_2_EPS_IQR,AGE_2_IGD_IQR,AGE_3_HV_M,AGE_3_EPS_M,AGE_3_IGD_M,AGE_3_HV_Md,AGE_3_EPS_Md,AGE_3_IGD_Md,AGE_3_HV_St,AGE_3_EPS_St,AGE_3_IGD_St,AGE_3_HV_IQR,AGE_3_EPS_IQR,AGE_3_IGD_IQR,pAGE_F_Max_HV_M,pAGE_F_Max_EPS_M,pAGE_F_Max_IGD_M,pAGE_F_Max_HV_Md,pAGE_F_Max_EPS_Md,pAGE_F_Max_IGD_Md,pAGE_F_Max_HV_St,pAGE_F_Max_EPS_St,pAGE_F_Max_IGD_St,pAGE_F_Max_HV_IQR,pAGE_F_Max_EPS_IQR,pAGE_F_Max_IGD_IQR,pAGE_O_Max_HV_M,pAGE_O_Max_EPS_M,pAGE_O_Max_IGD_M,pAGE_O_Max_HV_Md,pAGE_O_Max_EPS_Md,pAGE_O_Max_IGD_Md,pAGE_O_Max_HV_St,pAGE_O_Max_EPS_St,pAGE_O_Max_IGD_St,pAGE_O_Max_HV_IQR,pAGE_O_Max_EPS_IQR,pAGE_O_Max_IGD_IQR,pNSGAII_HV_M,pNSGAII_EPS_M,pNSGAII_IGD_M,pNSGAII_HV_Md,pNSGAII_EPS_Md,pNSGAII_IGD_Md,pNSGAII_HV_St,pNSGAII_EPS_St,pNSGAII_IGD_St,pNSGAII_HV_IQR,pNSGAII_EPS_IQR,pNSGAII_IGD_IQR,NSGAII_1_HV_M,NSGAII_1_EPS_M,NSGAII_1_IGD_M,NSGAII_1_HV_Md,NSGAII_1_EPS_Md,NSGAII_1_IGD_Md,NSGAII_1_HV_St,NSGAII_1_EPS_St,NSGAII_1_IGD_St,NSGAII_1_HV_IQR,NSGAII_1_EPS_IQR,NSGAII_1_IGD_IQR,NSGAII_2_HV_M,NSGAII_2_EPS_M,NSGAII_2_IGD_M,NSGAII_2_HV_Md,NSGAII_2_EPS_Md,NSGAII_2_IGD_Md,NSGAII_2_HV_St,NSGAII_2_EPS_St,NSGAII_2_IGD_St,NSGAII_2_HV_IQR,NSGAII_2_EPS_IQR,NSGAII_2_IGD_IQR,NSGAII_3_HV_M,NSGAII_3_EPS_M,NSGAII_3_IGD_M,NSGAII_3_HV_Md,NSGAII_3_EPS_Md,NSGAII_3_IGD_Md,NSGAII_3_HV_St,NSGAII_3_EPS_St,NSGAII_3_IGD_St,NSGAII_3_HV_IQR,NSGAII_3_EPS_IQR,NSGAII_3_IGD_IQR,pNSGAII_Max_HV_M,pNSGAII_Max_EPS_M,pNSGAII_Max_IGD_M,pNSGAII_Max_HV_Md,pNSGAII_Max_EPS_Md,pNSGAII_Max_IGD_Md,pNSGAII_Max_HV_St,pNSGAII_Max_EPS_St,pNSGAII_Max_IGD_St,pNSGAII_Max_HV_IQR,pNSGAII_Max_EPS_IQR,pNSGAII_Max_IGD_IQR,pSPEA2_HV_M,pSPEA2_EPS_M,pSPEA2_IGD_M,pSPEA2_HV_Md,pSPEA2_EPS_Md,pSPEA2_IGD_Md,pSPEA2_HV_St,pSPEA2_EPS_St,pSPEA2_IGD_St,pSPEA2_HV_IQR,pSPEA2_EPS_IQR,pSPEA2_IGD_IQR,SPEA2_1_HV_M,SPEA2_1_EPS_M,SPEA2_1_IGD_M,SPEA2_1_HV_Md,SPEA2_1_EPS_Md,SPEA2_1_IGD_Md,SPEA2_1_HV_St,SPEA2_1_EPS_St,SPEA2_1_IGD_St,SPEA2_1_HV_IQR,SPEA2_1_EPS_IQR,SPEA2_1_IGD_IQR,SPEA2_2_HV_M,SPEA2_2_EPS_M,SPEA2_2_IGD_M,SPEA2_2_HV_Md,SPEA2_2_EPS_Md,SPEA2_2_IGD_Md,SPEA2_2_HV_St,SPEA2_2_EPS_St,SPEA2_2_IGD_St,SPEA2_2_HV_IQR,SPEA2_2_EPS_IQR,SPEA2_2_IGD_IQR,SPEA2_3_HV_M,SPEA2_3_EPS_M,SPEA2_3_IGD_M,SPEA2_3_HV_Md,SPEA2_3_EPS_Md,SPEA2_3_IGD_Md,SPEA2_3_HV_St,SPEA2_3_EPS_St,SPEA2_3_IGD_St,SPEA2_3_HV_IQR,SPEA2_3_EPS_IQR,SPEA2_3_IGD_IQR,pSPEA2_Max_HV_M,pSPEA2_Max_EPS_M,pSPEA2_Max_IGD_M,pSPEA2_Max_HV_Md,pSPEA2_Max_EPS_Md,pSPEA2_Max_IGD_Md,pSPEA2_Max_HV_St,pSPEA2_Max_EPS_St,pSPEA2_Max_IGD_St,pSPEA2_Max_HV_IQR,pSPEA2_Max_EPS_IQR,pSPEA2_Max_IGD_IQR
ZDT1.R0,1,0.420311196,0.012154247,0.006267654,0.434269381,0.008588478,0.003802071,0.05911393,0.012326982,0.00934505,0.013704663,0.002693584,7.37E-04,0.423215173,0.010836227,0.005451359,0.434593567,0.008279607,0.003712079,0.056856027,0.010934047,0.008384183,0.011329673,0.001799655,5.24E-04,0.340103073,0.027954928,0.01289537,0.349992737,0.023971962,0.011624536,0.03973295,0.010921026,0.006931691,0.021567481,0.0169305,0.003707823,0.329377797,0.020540343,0.010182867,0.33806681,0.018350426,0.008764818,0.043883667,0.008896434,0.006870687,0.033873152,0.007329363,0.002798008,0.433924411,0.016914227,0.004671244,0.434089164,0.017112271,0.004675817,0.002885747,0.001069748,1.66E-04,0.002851726,7.84E-04,9.73E-05,0.462809354,0.005980404,0.00294694,0.463013496,0.005957165,0.002907074,0.002369866,4.96E-04,1.71E-04,0.003288388,6.25E-04,2.75E-04,0.463074002,0.006019312,0.002943115,0.46351596,0.006018838,0.002912878,0.002081785,4.78E-04,1.63E-04,0.002898766,5.30E-04,2.51E-04,0.42108955,0.01283656,0.005548919,0.421133996,0.012139597,0.005354802,0.011266536,0.003546738,0.001352227,0.016849117,0.002477868,9.45E-04,0.298509203,0.034926445,0.016563887,0.307316005,0.032538563,0.0151299,0.045485987,0.011742818,0.005412306,0.052439035,0.012804488,0.006767722,0.279906135,0.022256894,0.013363953,0.285757401,0.020472575,0.01241391,0.046888637,0.008890188,0.005921564,0.04090013,0.004943414,0.002690525,0.432186667,0.011149257,0.004411988,0.434034398,0.010734076,0.004282481,0.010278715,0.003145899,7.44E-04,0.010031745,0.003146472,9.07E-04,0.427678999,0.012902015,0.005591473,0.428612045,0.0117403,0.00534562,0.013074664,0.00461508,0.001135625,0.017808257,0.00344292,0.00112373,0.418209439,0.015424906,0.006089991,0.421735842,0.013488014,0.005558628,0.016989806,0.005805029,0.001991389,0.018391453,0.007057493,0.001952635,0.340032538,0.028326523,0.012926864,0.344840694,0.025740978,0.012660979,0.024403687,0.009219722,0.002945082,0.029468801,0.011088842,0.003679016,0.269212432,0.022794397,0.014212656,0.273891574,0.021925934,0.013955296,0.030010065,0.004704707,0.002647206,0.03900827,0.005426424,0.002922379,0.441767022,0.008861118,0.003548952,0.442338755,0.008034138,0.003518251,0.004741722,0.002347808,3.12E-04,0.006663055,0.002854173,4.05E-04,0.431740629,0.017043679,0.006304152,0.434616593,0.01446652,0.005613603,0.013294599,0.008953694,0.002285105,0.019167199,0.007590418,0.002443008
ZDT2.R0,2,0.412666944,0.036340613,0.007497854,0.4444778,0.011208551,0.002449858,0.085842527,0.056478141,0.012821503,0.017050235,0.026415304,0.002742888,0.422677984,0.029129841,0.006007029,0.44564835,0.010711079,0.00237505,0.069642066,0.048256114,0.010524389,0.012213644,0.007886339,5.14E-04,0.378481983,0.043226743,0.009341783,0.394365561,0.028313462,0.006511377,0.053541559,0.043810167,0.009338843,0.015545619,0.016777087,0.001377356,0.320815243,0.068988166,0.014122642,0.358557788,0.03581527,0.006782666,0.096627228,0.069036216,0.015381989,0.093149749,0.049531506,0.00918187,0.448936719,0.00815609,0.002393145,0.44886873,0.008010164,0.002394951,0.002303311,6.16E-04,5.33E-05,0.002840481,6.45E-04,5.47E-05,0.457992155,0.007551308,0.002094362,0.457993165,0.007514108,0.002088886,0.001178357,4.52E-04,7.86E-05,0.00163835,6.09E-04,8.56E-05,0.457915399,0.007634876,0.002098382,0.458070057,0.007601856,0.002101056,0.001241672,5.41E-04,8.02E-05,0.001703648,6.95E-04,9.07E-05,0.40518459,0.023692365,0.005579459,0.406105061,0.021884557,0.005440463,0.011997344,0.007664272,8.53E-04,0.014749157,0.006280504,8.96E-04,0.355238501,0.052822691,0.011500221,0.374383945,0.035780385,0.008368909,0.061980038,0.046401732,0.010250254,0.039136666,0.024491311,0.00344703,0.280331653,0.071158313,0.014020044,0.291088164,0.056483333,0.011348012,0.066740042,0.046713768,0.010149845,0.042923093,0.020643857,0.003830436,0.441687778,0.01658746,0.003150981,0.447272839,0.011816761,0.002361479,0.031689459,0.021427658,0.004471816,0.004728224,0.005349891,3.05E-04,0.408814479,0.024869705,0.005743634,0.410554644,0.022764002,0.005549828,0.01514343,0.008071316,0.001242584,0.019230782,0.008831849,0.00125353,0.408238699,0.02905005,0.005974032,0.411456364,0.024294124,0.00551198,0.013796735,0.014438082,0.002014052,0.019452183,0.013668636,0.001928516,0.379599999,0.044790591,0.009351182,0.39081124,0.031489821,0.007022805,0.047209595,0.039746219,0.008113932,0.016628435,0.025673183,0.002354552,0.267804216,0.075256386,0.014735943,0.282470382,0.06717848,0.012237997,0.063331587,0.044668712,0.010180726,0.055700604,0.022285716,0.003877377,0.445210047,0.013171121,0.002650522,0.449307735,0.009222622,0.002015447,0.036888314,0.02339864,0.005499658,0.003608635,0.004424093,1.82E-04,0.41283341,0.031505283,0.006173368,0.416591012,0.025076099,0.005540155,0.015378523,0.017819346,0.002190404,0.017871628,0.01370187,0.002164468
ZDT3.R0,3,0.888114474,0.00734882,0.005636303,0.88872743,0.007080273,0.005504272,0.005939515,0.00196492,0.001057253,0.008135537,0.002789428,8.88E-04,0.887620313,0.007531992,0.005463912,0.887921938,0.007388358,0.005429234,0.005911407,0.002157613,6.27E-04,0.009325447,0.003342962,7.47E-04,0.860040896,0.010472857,0.015656379,0.858846914,0.01063252,0.01574162,0.006606299,9.51E-04,4.39E-04,0.005058772,0.001410794,6.68E-04,0.832178701,0.018445786,0.014933553,0.833160908,0.017752182,0.015001752,0.016592466,0.005480006,8.68E-04,0.018442517,0.0060902,9.65E-04,0.88056314,0.009516181,0.016639246,0.879544491,0.009447484,0.016363946,0.004368868,6.63E-04,0.002602036,0.001697105,3.06E-04,5.31E-04,0.904436458,0.003693877,0.005327317,0.904758222,0.003652652,0.005164409,0.002333909,3.67E-04,6.05E-04,0.002951347,4.56E-04,6.15E-04,0.904074033,0.003790445,0.005718801,0.904831085,0.003680465,0.005306949,0.00510158,9.57E-04,0.002787048,0.003088522,4.42E-04,7.96E-04,0.883422287,0.009878716,0.011295422,0.886124019,0.008863196,0.010891134,0.013708861,0.004029949,0.002391113,0.009323571,0.003448459,0.002992843,0.875775122,0.012277133,0.014463191,0.88002356,0.011631039,0.012827754,0.023083358,0.003667436,0.009202064,0.012170366,0.003329919,0.003340209,0.83544651,0.024132289,0.007718372,0.83687172,0.023360028,0.007517295,0.015650295,0.005119733,0.001204044,0.0196658,0.006480182,0.001526113,0.905608657,0.00523065,0.004797509,0.906528026,0.004875782,0.004261475,0.010687155,0.00187987,0.005011586,0.00269797,0.001505414,8.73E-04,0.890843427,0.009406072,0.011358105,0.893193207,0.008591538,0.011088963,0.011893011,0.003437185,0.002285355,0.0064472,0.002638128,0.002657832,0.833505656,0.024302111,0.014609302,0.859221662,0.014898779,0.013062041,0.073880395,0.026008863,0.00635193,0.05215896,0.013133052,0.005404208,0.8736092,0.015181232,0.012446309,0.884017214,0.011711237,0.011510374,0.094806126,0.031838463,0.008345806,0.008685848,0.002258989,0.00176216,0.821575638,0.02874138,0.00882601,0.825240806,0.027560094,0.008537631,0.020293969,0.00652782,0.002032136,0.025562381,0.008658072,0.001682528,0.907084674,0.005599898,0.004257855,0.90738015,0.005484529,0.004105199,0.002070201,0.001021621,7.54E-04,0.003027372,0.001501927,9.35E-04,0.860327219,0.017998725,0.012757927,0.879458142,0.012100813,0.012047898,0.050492536,0.017175797,0.004317749,0.028291693,0.005841346,0.004326656
ZDT4.R0,4,0.161806334,0.062645361,0.041017151,0.159902308,0.054078831,0.032182058,0.117810715,0.037931814,0.031318443,0.234231021,0.044837,0.03709722,0.197794061,0.053446977,0.034875363,0.208976947,0.040012282,0.022684904,0.128087197,0.038634708,0.034091262,0.225796254,0.045031212,0.031647466,0.160378132,0.058417982,0.036439224,0.174233132,0.047904599,0.025669635,0.103260267,0.03512381,0.028913374,0.176521403,0.03817658,0.03029906,0.110511488,0.065760675,0.043080097,0.077554765,0.059201051,0.038392177,0.088988675,0.031119442,0.024699716,0.109014616,0.03218813,0.019849168,0.375908647,0.019568777,0.009235619,0.393729484,0.015659653,0.006251829,0.066330573,0.014704117,0.0098487,0.04181191,0.005670612,0.002000433,0.402987116,0.012058112,0.006360979,0.412595285,0.009780834,0.004781479,0.049763322,0.00924473,0.006650223,0.037084349,0.003097305,0.001960971,0.412077996,0.01026888,0.005113729,0.418909964,0.009255076,0.004555813,0.030337966,0.004186329,0.002233914,0.04291027,0.003573113,0.002515109,0.266752556,0.036618189,0.024213072,0.305557188,0.020492599,0.010912417,0.12177715,0.041633491,0.035166631,0.095758023,0.010377012,0.007445539,0.13527403,0.07860985,0.055335156,0.141866294,0.063137374,0.038470275,0.122176332,0.05737361,0.050668374,0.268682668,0.056319186,0.048367421,0,0.633403647,0.608971065,0,0.633403647,0.608971065,0,0,0,0,0,0,0.311197777,0.032570264,0.018565089,0.35280161,0.020658011,0.010914725,0.104527925,0.023801055,0.016194573,0.145243693,0.037702509,0.024028236,0.399798361,0.014112156,0.006085969,0.40552811,0.013626731,0.005986343,0.024136805,0.002822517,0.001042655,0.028493392,0.003793875,0.001552277,0.204578441,0.07275983,0.052896447,0.249284992,0.035267363,0.018266726,0.14767286,0.068657725,0.062174225,0.329107048,0.124367792,0.110475225,0.143569463,0.073368796,0.053434481,0.154299356,0.049579793,0.028479401,0.09673539,0.074131198,0.070548347,0.14375461,0.038329175,0.028459048,0.002057599,0.445052987,0.420901593,0,0.317839181,0.28978862,0.005040067,0.287301791,0.288481492,0,0.549794379,0.560223551,0.316591098,0.027849547,0.016702323,0.334034753,0.020280377,0.010334354,0.095558479,0.019458086,0.015424716,0.113333136,0.025029251,0.014550599,0.394852445,0.025605492,0.010028373,0.404518504,0.021253699,0.008324213,0.041522868,0.014139781,0.005900637,0.040629327,0.017024915,0.005681545
ZDT6.R0,5,0.405458285,0.020827063,0.00335715,0.406166097,0.020278524,0.00329429,0.009258313,0.004308184,4.43E-04,0.011772526,0.005351568,5.86E-04,0.406220185,0.02036373,0.003317727,0.405254666,0.020321948,0.003342124,0.007666736,0.004476729,3.67E-04,0.009206637,0.005806276,4.79E-04,0.362627231,0.036771213,0.005703139,0.3622335,0.037209551,0.005646401,0.009216782,0.010975674,6.30E-04,0.011896034,0.016092706,7.80E-04,0.210560185,0.088842059,0.01524736,0.214655109,0.084849795,0.014790742,0.033514633,0.017939275,0.002744207,0.045661601,0.02500387,0.003755989,0.423168489,0.012828507,0.002533815,0.423519051,0.011565931,0.00251463,0.004007983,0.002703316,1.45E-04,0.005477182,0.005003548,1.99E-04,0.453265112,0.007583741,0.001631403,0.453459904,0.007528758,0.001620995,0.001838792,4.20E-04,5.44E-05,0.002651679,5.83E-04,7.06E-05,0.453284575,0.007615411,0.001621726,0.453238806,0.007526643,0.001619496,0.001896488,4.80E-04,5.61E-05,0.002496362,6.11E-04,7.25E-05,0.407586949,0.026070788,0.004847673,0.410307286,0.021553755,0.004359283,0.011714042,0.012617841,0.001387956,0.016476045,0.009220386,0.00124596,0.353112193,0.041764903,0.006679336,0.353889529,0.03727985,0.006472287,0.01648232,0.016216275,0.001506091,0.02461464,0.018227937,0.001637465,0,0.390382448,0.07860153,0,0.389785992,0.076882872,0,0.053469598,0.011844943,0,0.075519712,0.016834266,0.366814698,0.034970238,0.005469687,0.367444426,0.034418485,0.005408946,0.011601053,0.006555063,6.34E-04,0.017719996,0.009383957,8.92E-04,0.388938986,0.025815096,0.005798153,0.39021117,0.024988973,0.00574581,0.014343412,0.005238853,8.91E-04,0.020901244,0.005624505,0.001326457,0.404106029,0.035574378,0.006423111,0.410789414,0.032805809,0.005396817,0.021851419,0.016827327,0.002916463,0.029293816,0.018642329,0.003398126,0.359907085,0.037443172,0.005639029,0.360915645,0.037695817,0.005574412,0.011553864,0.011503442,6.66E-04,0.014599537,0.017984637,7.29E-04,0,0.411363373,0.083687886,0,0.405996668,0.081998028,0,0.058822221,0.013773688,0,0.085207089,0.020653408,0.359553843,0.036697535,0.00591165,0.35865317,0.035596039,0.005922845,0.012728759,0.00603369,7.01E-04,0.015790786,0.008408735,8.86E-04,0.404653333,0.037465759,0.006719422,0.413342628,0.033110841,0.006064329,0.025697471,0.018322147,0.003040567,0.0289924,0.021855201,0.003720402
ZDT1.R1,6,0.420515511,0.008345791,0.005580049,0.419531458,0.00811969,0.005554937,0.014412792,0.001774616,0.001000197,0.020273751,0.002269425,0.001190461,0.418763075,0.00847438,0.005668902,0.419847741,0.008407177,0.005708557,0.012202538,0.001412167,7.94E-04,0.01915334,0.001765584,0.001135946,0.308304212,0.024318658,0.017723531,0.309188616,0.021425905,0.016494159,0.023397702,0.006935746,0.003886487,0.024829183,0.007960954,0.003952301,0.29889589,0.018538517,0.014086138,0.304000704,0.017365328,0.013617846,0.029095386,0.003629135,0.002445057,0.038856919,0.006198255,0.00353835,0.427113113,0.011739009,0.00639741,0.427366999,0.00862086,0.00578499,0.004790975,0.00404329,9.34E-04,0.005258237,0.008223639,0.00187684,0.454841143,0.005960079,0.004433653,0.454728155,0.005935059,0.004460156,0.003501506,5.02E-04,2.75E-04,0.004754553,6.14E-04,4.03E-04,0.454287762,0.006037109,0.004473034,0.454286347,0.005983217,0.00449104,0.003783537,4.63E-04,2.83E-04,0.00586374,5.62E-04,4.20E-04,0.420268474,0.011191912,0.007292547,0.422553444,0.010423661,0.006833553,0.014341842,0.003856693,0.00256942,0.019426942,0.003344542,0.001888043,0.261161393,0.0368263,0.028382442,0.264997459,0.03372027,0.024674007,0.055480536,0.013945288,0.011847543,0.071600584,0.016360063,0.011324337,0.226587168,0.024976128,0.021203779,0.227906806,0.02316388,0.020841151,0.032270233,0.005277673,0.003727936,0.035407165,0.007388563,0.004342893,0.409779337,0.011713875,0.007302024,0.412878448,0.011349734,0.007034667,0.01386627,0.00277324,0.001305277,0.018615434,0.002959346,0.001501579,0.430346295,0.01024989,0.006671973,0.431702556,0.009841789,0.006466489,0.012367393,0.002526081,0.001100318,0.014626146,0.003103271,0.001208103,0.407467443,0.015839144,0.009865834,0.413521524,0.014408072,0.008434725,0.025732478,0.006128386,0.004248715,0.02738138,0.00672796,0.00413931,0.299125864,0.026730394,0.020423731,0.302115511,0.025537614,0.019311352,0.025696513,0.007390898,0.004993721,0.033850212,0.011937062,0.007251914,0.204798288,0.028012265,0.023917697,0.205499703,0.027152718,0.023368923,0.039820459,0.006125921,0.00462304,0.058000562,0.008313569,0.005713529,0.423114194,0.00908017,0.005912565,0.423623327,0.008576078,0.005729942,0.006251797,0.001823486,7.22E-04,0.008889914,0.002637812,7.81E-04,0.422653035,0.015097724,0.009334836,0.427997005,0.013253571,0.007909921,0.027285975,0.006364112,0.004217732,0.024802334,0.007942974,0.004242795
ZDT2.R1,7,0.41704406,0.007265725,0.004517341,0.416048167,0.007360204,0.004784171,0.019408,0.002179614,0.001302092,0.026397684,0.002633397,0.001823534,0.415426284,0.007822199,0.004676941,0.412765243,0.007817594,0.004952392,0.021252758,0.002621037,0.001412219,0.030258078,0.002715196,0.001747211,0.326258096,0.023650789,0.015257494,0.325311292,0.023529861,0.015671382,0.03258939,0.006712874,0.003763474,0.036463438,0.009003274,0.003906441,0.286738788,0.022551047,0.014469071,0.297411733,0.018761185,0.012372969,0.058926183,0.010843815,0.007850948,0.058220145,0.009679439,0.006343355,0.415426168,0.008135345,0.004915027,0.415966076,0.007989725,0.004791934,0.006444335,0.001051906,4.48E-04,0.008169891,7.90E-04,2.25E-04,0.422706032,0.007341679,0.005044527,0.423143888,0.007340973,0.005070618,0.003787825,5.07E-04,3.16E-04,0.004979006,7.77E-04,4.21E-04,0.422666042,0.007291319,0.005051162,0.423066262,0.007318891,0.005097337,0.004038817,5.39E-04,2.96E-04,0.005609125,7.32E-04,3.22E-04,0.397045175,0.011907752,0.007066128,0.399238408,0.011301475,0.006800468,0.013002929,0.003511496,0.001591447,0.017761647,0.00336708,0.001278109,0.275278662,0.034665239,0.023700416,0.283729894,0.03303164,0.022309557,0.050807849,0.012829996,0.00956175,0.069169002,0.015272433,0.009334722,0.14581151,0.04795229,0.03474496,0.147336237,0.041040127,0.028854948,0.072868478,0.021773129,0.018393097,0.09335025,0.021162092,0.01389825,0.394374567,0.012128661,0.006726828,0.395686601,0.011532507,0.006549958,0.012701981,0.003199791,0.001233388,0.015403777,0.004162651,0.00139612,0.406609708,0.011545238,0.006871048,0.407091479,0.010462472,0.006489813,0.011568074,0.003603907,0.001436844,0.013208628,0.003440932,0.001375785,0.37423956,0.020551996,0.011505243,0.382216764,0.017515404,0.009148179,0.036237718,0.010126887,0.006688747,0.043632161,0.009996633,0.005108218,0.311990687,0.025349818,0.017198581,0.307224154,0.023873896,0.015894068,0.029730964,0.007814532,0.004764956,0.030673319,0.01195186,0.007163362,0.120160772,0.04959276,0.036377289,0.129700979,0.044616637,0.032376956,0.062724187,0.019116607,0.015410596,0.092191424,0.019865653,0.013692001,0.402195341,0.009450379,0.00546825,0.40219976,0.008835929,0.005389447,0.008641592,0.00239054,6.82E-04,0.01055481,0.002495213,6.46E-04,0.394452313,0.018226744,0.009900129,0.399539994,0.015835862,0.00857137,0.019966742,0.008234899,0.004089555,0.026690104,0.010760252,0.004061455
ZDT3.R1,8,0.788828206,0.007485048,0.002481849,0.788129998,0.00728855,0.002559678,0.006448859,0.002142272,4.52E-04,0.009077089,0.00249142,7.93E-04,0.787654641,0.007854006,0.002673386,0.787462588,0.007451128,0.002592092,0.008461599,0.002301052,0.001778408,0.010262843,0.003019863,7.87E-04,0.751279605,0.011014986,0.009431688,0.74653659,0.011078228,0.009809435,0.009386444,0.001237108,0.001012953,0.017521127,0.002320437,4.26E-04,0.720698082,0.020191243,0.009027535,0.721177923,0.019754445,0.009229957,0.014773061,0.006186045,8.29E-04,0.019352656,0.008267401,6.60E-04,0.767897044,0.009701774,0.008587448,0.768063206,0.00990182,0.00982739,0.001902568,3.58E-04,0.001655384,0.001741859,5.60E-04,0.003398989,0.803860092,0.00343683,0.002175412,0.802911208,0.003559151,0.00227646,0.003252756,6.05E-04,3.75E-04,0.006219272,0.001021942,6.33E-04,0.803632261,0.003576043,0.002215465,0.802735149,0.003647873,0.002250032,0.003322999,6.28E-04,3.81E-04,0.004633714,8.84E-04,5.74E-04,0.768631524,0.011792251,0.005875189,0.771765929,0.01011138,0.005711413,0.015385257,0.007465908,0.001501991,0.013540035,0.003535785,0.001329014,0.752642864,0.014552,0.008067761,0.754332396,0.014312579,0.007977196,0.016907303,0.003570763,0.001965544,0.019834603,0.005376578,0.002408405,0.728983139,0.028621333,0.005388587,0.730433404,0.027808631,0.005308532,0.016498282,0.006610201,8.88E-04,0.023451648,0.008691616,0.001307668,0.799318735,0.006137845,0.002570741,0.799650549,0.006065902,0.002501035,0.002983044,0.001426703,4.10E-04,0.004177718,0.001631395,4.54E-04,0.776690942,0.011064338,0.005965748,0.778332268,0.009926647,0.005749931,0.010074163,0.004244129,0.001195483,0.009951321,0.002887812,0.001211359,0.728223588,0.027358332,0.008733118,0.74570052,0.018091624,0.006962866,0.056134871,0.02915253,0.004995566,0.040036867,0.012352827,0.003522608,0.759884735,0.015914872,0.007589856,0.762237946,0.015210572,0.007464864,0.028035919,0.009785626,0.002713091,0.010418177,0.002563852,0.001660136,0.710812843,0.035540641,0.007012539,0.719837024,0.032678009,0.006008982,0.068561624,0.02166799,0.008707138,0.030473416,0.010610393,0.00164768,0.801114782,0.007223064,0.002631925,0.801347978,0.007210618,0.002617547,0.002295035,0.001247699,4.25E-04,0.003189422,0.001665283,5.78E-04,0.735419854,0.027495585,0.008843935,0.755098113,0.016013548,0.007203168,0.071541803,0.036396564,0.006091093,0.036435922,0.011855635,0.002624333
