35,07
34,00
32,55
33,53
33,92
32,23
31,99
31,80
31,68
30,91
31,06
31,24
32,12
32,57
32,82
30,95
34,00
35,53
35,84
35,55
34,87
33,55
30,65
25,88
20,71
17,73
16,35
15,89
14,74
15,35
16,06
17,12
17,05
18,11
18,10
17,54
18,03
18,84
20,50
21,95
23,08
24,34
25,68
26,14
26,00
26,49
25,65
25,44
25,38
23,72
22,14
20,93
19,76
17,69
16,14
13,76
11,40
10,43
11,31
11,64
12,80
14,14
15,80
17,73
20,04
23,12
24,56
25,12
26,09
28,93
31,36
32,76
33,87
34,68
35,15
34,81
33,88
32,68
31,72
30,06
27,28
26,69
27,35
28,95
29,74
29,33
28,84
28,82
29,78
30,25
29,93
29,78
30,17
30,20
31,33
32,62
31,47
31,12
32,38
32,06
30,77
29,26
27,16
23,27
19,34
15,45
13,18
10,39
10,89
10,77
10,27
10,33
12,64
16,43
19,37
21,31
22,75
21,47
21,19
20,50
18,54
15,49
12,73
10,69
8,40
7,93
8,33
8,78
8,69
9,05
10,10
11,16
11,78
11,92
11,09
9,12
7,40
6,08
5,65
5,67
5,60
4,92
4,70
4,18
3,95
4,02
4,78
5,08
5,82
6,98
8,93
10,79
13,79
16,30
21,26
26,58
28,69
28,64
28,38
26,55
23,87
21,19
20,08
19,87
19,75
19,56
21,15
23,10
25,86
28,15
29,62
30,68
31,17
31,43
32,04
32,81
33,24
33,84
33,84
31,02
27,33
24,91
23,43
21,44
18,09
14,59
13,37
12,68
13,01
13,15
13,93
15,61
19,48
23,00
25,58
27,09
27,08
26,63
27,88
30,87
33,50
35,14
36,63
37,45
37,75
37,80
38,04
38,07
38,30
38,38
38,11
37,93
37,24
35,81
34,11
31,75
29,28
25,46
21,41
16,97
12,45
8,92
8,12
10,23
12,56
14,36
15,65
17,90
20,39
23,52
26,54
29,81
32,01
33,45
34,71
32,19
26,10
22,74
24,04
25,01
25,96
23,42
20,73
17,08
12,25
12,28
15,91
21,78
27,16
29,71
34,02
35,12
34,70
30,68
26,13
26,84
27,98
28,48
28,68
26,98
26,52
28,79
28,26
27,31
26,26
20,60
19,15
21,72
25,62
31,13
33,88
34,76
33,10
29,92
25,97
24,27
25,75
27,41
30,20
33,56
35,56
37,94
38,83
38,61
37,97
36,87
36,25
36,61
36,64
36,25
35,87
36,13
36,08
35,59
34,24
32,46
29,79
26,52
24,90
22,50
17,62
10,76
5,57
4,61
6,97
11,76
19,21
25,68
30,54
32,94
34,95
36,69
37,65
36,11
35,27
34,50
34,16
32,81
30,66
28,92
26,78
25,91
26,93
25,48
28,00
30,36
32,39
33,95
34,89
35,15
33,96
31,20
29,19
27,62
24,87
21,47
19,47
19,33
21,19
24,53
27,60
30,78
33,07
34,35
34,59
34,70
34,55
34,62
34,64
34,61
33,90
32,89
31,69
31,64
31,67
33,15
34,98
36,00
36,45
36,44
36,27
35,68
34,97
34,15
32,22
27,42
22,40
18,01
13,49
10,37
9,09
9,13
11,01
12,86
12,29
